unit,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric,WEB,brand,CLASIFICACION
Caja 4un,Hamburguesa Angus BON BEEF Caja 4un,S/ 51.90 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,4.0,un,Hamburguesa Angus BON BEEF Caja,51.9,plaza_vea,,HAMBURGUESA
,Hamburguesa Angus BON BEEF Caja 4un,S/ 51.90,vivanda,HAMBURGUESA,2024-12-05 21:46:36.928873,4.0,un,Hamburguesa Angus BON BEEF Caja,51.9,vivanda,BON BEEF,HAMBURGUESA
Caja 4un,Hamburguesa OREGON FOODS Carne Angus Caja 4un,S/ 52.59 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,4.0,un,Hamburguesa OREGON FOODS Carne Angus Caja,52.59,plaza_vea,,HAMBURGUESA
,Hamburguesas Angus Bon Beef Caja 4 Unid,S/ 52.90,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,4.0,un,Hamburguesas Angus Bon Beef Caja,52.9,wong,,HAMBURGUESA
,Hamburguesa Angus Osso 4un,S/ 52.90,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,4.0,un,Hamburguesa Angus Osso,52.9,wong,,HAMBURGUESA
Paquete 4un,Hamburguesa Angus Rellena de Queso Cheddar BON...,S/ 54.90 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,4.0,un,Hamburguesa Angus Rellena de Queso Cheddar BON,54.9,plaza_vea,,HAMBURGUESA
,Hamburguesa Angus Rellena de Queso Cheddar BON BEFF Paquete 4un,S/ 54.90,vivanda,HAMBURGUESA,2024-12-05 21:46:36.928873,4.0,un,Hamburguesa Angus Rellena de Queso Cheddar BON BEFF Paquete,54.9,vivanda,BON BEEF,HAMBURGUESA
,HAMBURGUESA ANGUS X 800G,S/ 54.90,tottus,HAMBURGUESA,2024-12-05 11:36:18.590183,800.0,g,HAMBURGUESA ANGUS X,54.9,tottus,OTTO KUNZ,HAMBURGUESA
Caja 4un,Hamburguesa OREGON FOODS Bife Caja 4un,S/ 55.10 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,4.0,un,Hamburguesa OREGON FOODS Bife Caja,55.1,plaza_vea,,HAMBURGUESA
,Hamburguesa Angus Rellena de Cheddar Bon Beef 4un,S/ 55.90,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,4.0,un,Hamburguesa Angus Rellena de Cheddar Bon Beef,55.9,wong,,HAMBURGUESA
,Hamburguesa al Tartufo La Genovesa 2un,S/ 56.50,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,2.0,un,Hamburguesa al Tartufo La Genovesa,56.5,wong,,HAMBURGUESA
,Hamburguesa BEST MEATS Bife Caja 4un,S/ 56.70,vivanda,HAMBURGUESA,2024-12-05 21:46:36.928873,4.0,un,Hamburguesa BEST MEATS Bife Caja,56.7,vivanda,BEST MEATS,HAMBURGUESA
,Hamburguesa de Cordero y Res Terraza Grill Caja 4un 800g,S/ 56.90,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,4.0,un,Hamburguesa de Cordero y Res Terraza Grill Caja,56.9,wong,,HAMBURGUESA
Caja 4un,Hamburguesa Angus OTTO KUNZ Caja 4 un,S/ 57.90 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,4.0,un,Hamburguesa Angus OTTO KUNZ Caja,57.9,plaza_vea,,HAMBURGUESA
,Hamburguesa de Carne Angus Terraza Grill 4un 800g,S/ 57.90,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,4.0,un,Hamburguesa de Carne Angus Terraza Grill,57.9,wong,,HAMBURGUESA
,Mini Hamburguesas BEST MEATS Carne Angus Caja 600g,S/ 58.10,vivanda,HAMBURGUESA,2024-12-05 21:46:36.928873,600.0,g,Mini Hamburguesas BEST MEATS Carne Angus Caja,58.1,vivanda,BEST MEATS,HAMBURGUESA
,Hamburguesa Angus Rellena Terraza Grill 4un,S/ 58.90,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,4.0,un,Hamburguesa Angus Rellena Terraza Grill,58.9,wong,,HAMBURGUESA
,American Angus Beef Chuck Burger Porthos Caja 4 Unid / 760 g,S/ 58.90,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,4.0,un,American Angus Beef Chuck Burger Porthos Caja  /,58.9,wong,,HAMBURGUESA
,Hamburguesa Angus con Sal de Maras Otto Kunz Caja 4 unid,S/ 59.90,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,4.0,un,Hamburguesa Angus con Sal de Maras Otto Kunz Caja,59.9,wong,,HAMBURGUESA
,Mini Burgers Angus Oregon Foods 12un,S/ 59.90,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,12.0,un,Mini Burgers Angus Oregon Foods,59.9,wong,,HAMBURGUESA
,Hamburguesas Angus Oregon Foods 4un,S/ 61.90,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,4.0,un,Hamburguesas Angus Oregon Foods,61.9,wong,,HAMBURGUESA
,Hamburguesa de Carne de Res Americana Certified Angus Beef 4un,S/ 70.00,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,4.0,un,Hamburguesa de Carne de Res Americana Certified Angus Beef,70.0,wong,,HAMBURGUESA
