description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric,WEB,brand,CLASIFICACION
Ligas para Cabello Talla M Scünci Paquete 18 unid Negro,S/ 7.20,wong,LIZA,2024-12-05 18:10:13.860724,18.0,un,Ligas para Cabello Talla M Scünci Paquete  Negro,7.2,wong,,LIZA
Ligas para Cabello Talla M Scünci Paquete 18 unid Marrón,S/ 7.20,wong,LIZA,2024-12-05 18:10:13.860724,18.0,un,Ligas para Cabello Talla M Scünci Paquete  Marrón,7.2,wong,,LIZA
Papas Fritas INKA CHIPS Finas Hierbas y Lima Bolsa 115g,S/ 7.80,vega,LIZA,2024-12-05 12:13:37.654411,115.0,g,Papas Fritas INKA CHIPS Finas Hierbas y Lima Bolsa,7.8,vega,INKA CHIPS,LIZA
Cerveza Artesanal Barbarian Lima Botella 330ml,S/ 7.90,metro,LIZA,2024-12-05 15:38:33.131968,330.0,ml,Cerveza Artesanal Barbarian Lima Botella,7.9,metro,,LIZA
Set de Limas QVS Emery Boards 10 un,S/ 7.99,wong,LIZA,2024-12-05 18:10:13.860724,10.0,un,Set de Limas QVS Emery Boards,7.99,wong,,LIZA
Papa en Hojuelas Inka Chips Finas Hierbas y Lima 115g,S/ 8.10,metro,LIZA,2024-12-05 15:38:33.131968,115.0,g,Papa en Hojuelas Inka Chips Finas Hierbas y Lima,8.1,metro,,LIZA
Papa en Hojuelas Inka Chips Finas Hierbas y Lima 115g,S/ 8.20,wong,LIZA,2024-12-05 18:10:13.860724,115.0,g,Papa en Hojuelas Inka Chips Finas Hierbas y Lima,8.2,wong,,LIZA
Papas Fritas INKA CHIPS Finas Hierbas Bolsa y Lima 115g,S/ 8.20,vivanda,LIZA,2024-12-05 21:48:22.911322,115.0,g,Papas Fritas INKA CHIPS Finas Hierbas Bolsa y Lima,8.2,vivanda,INKA CHIPS,LIZA
Lima para Pies BOREAL Paquete 1un,S/ 8.50,vivanda,LIZA,2024-12-05 21:48:22.911322,1.0,un,Lima para Pies BOREAL Paquete,8.5,vivanda,BOREAL,LIZA
Lima en Bloque 4 Lados QVS Buffing,S/ 9.90,wong,LIZA,2024-12-05 18:10:13.860724,4.0,l,Lima en Bloque ados QVS Buffing,9.9,wong,,LIZA
Lima Metro x kg,S/ 9.99 x kg,metro,LIZA,2024-12-05 15:38:33.131968,1.0,kg,Lima Metro,9.99,metro,,LIZA
Jabón Líquido Ballerina Antibacterial Coco y Lima 750ml,S/ 11.50,wong,LIZA,2024-12-05 18:10:13.860724,750.0,ml,Jabón Líquido Ballerina Antibacterial Coco y Lima,11.5,wong,,LIZA
Jabón Líquido Ballerina Antibacterial Coco y Lima 750ml,S/ 11.50,metro,LIZA,2024-12-05 15:38:33.131968,750.0,ml,Jabón Líquido Ballerina Antibacterial Coco y Lima,11.5,metro,,LIZA
Mundo Velas Krea Mundo 1 Lila,S/ 11.89,metro,LIZA,2024-12-05 15:38:33.131968,1.0,l,Mundo Velas Krea Mundo ila,11.89,metro,,LIZA
Lavavajillas Líquido AYUDIN Lima Limón 640ml,S/ 12.90,vivanda,LIZA,2024-12-05 21:48:22.911322,640.0,ml,Lavavajillas Líquido AYUDIN Lima Limón,12.9,vivanda,AYUDIN,LIZA
Lavavajillas Líquido Ayudín Lima Limón 640ml,S/ 12.90,wong,LIZA,2024-12-05 18:10:13.860724,640.0,ml,Lavavajillas Líquido Ayudín Lima Limón,12.9,wong,,LIZA
Jabón Líquido BALLERINA Coco & Lima Doypack 750ml,S/ 12.90,vega,LIZA,2024-12-05 12:13:37.654411,750.0,ml,Jabón Líquido BALLERINA Coco & Lima Doypack,12.9,vega,Ballerina,LIZA
Lavavajillas Líquido Ayudín Lima Limón 640ml,S/ 12.90,metro,LIZA,2024-12-05 15:38:33.131968,640.0,ml,Lavavajillas Líquido Ayudín Lima Limón,12.9,metro,,LIZA
Lima de Uña QVS Sharpers 2 un,S/ 13.40,wong,LIZA,2024-12-05 18:10:13.860724,2.0,un,Lima de Uña QVS Sharpers,13.4,wong,,LIZA
Sixpack Gaseosa Sprite Lima Limón Botella 500ml,S/ 13.50,wong,LIZA,2024-12-05 18:10:13.860724,500.0,ml,Sixpack Gaseosa Sprite Lima Limón Botella,13.5,wong,,LIZA
Lavavajillas Lima Limón Sapolio Frasco 1250 ml,S/ 13.90,wong,LIZA,2024-12-05 18:10:13.860724,1250.0,ml,Lavavajillas Lima Limón Sapolio Frasco,13.9,wong,,LIZA
Lavavajilla Líquido AYUDIN Lima Limón 900ml,S/ 16.90,vivanda,LIZA,2024-12-05 21:48:22.911322,900.0,ml,Lavavajilla Líquido AYUDIN Lima Limón,16.9,vivanda,AYUDIN,LIZA
Lavavajillas Ayudín Lima Limón 1.2L,S/ 18.50,metro,LIZA,2024-12-05 15:38:33.131968,1.2,l,Lavavajillas Ayudín Lima Limón,18.5,metro,,LIZA
Lima Deshidratada Go Barman 25g,S/ 19.90,metro,LIZA,2024-12-05 15:38:33.131968,25.0,g,Lima Deshidratada Go Barman,19.9,metro,,LIZA
Lima Deshidratada Go Barman 25g,S/ 19.90,wong,LIZA,2024-12-05 18:10:13.860724,25.0,g,Lima Deshidratada Go Barman,19.9,wong,,LIZA
Tomatodo Sippy Panditas Baby Lila 340ml,S/ 19.90,metro,LIZA,2024-12-05 15:38:33.131968,340.0,ml,Tomatodo Sippy Panditas Baby Lila,19.9,metro,,LIZA
Sazonador Pimienta Lima Badia 184g,S/ 20.10,wong,LIZA,2024-12-05 18:10:13.860724,184.0,g,Sazonador Pimienta Lima Badia,20.1,wong,,LIZA
Bebedero Pet's Fun Portátil Lila 380ml,S/ 21.90,metro,LIZA,2024-12-05 15:38:33.131968,380.0,ml,Bebedero Pet's Fun Portátil Lila,21.9,metro,,LIZA
Bebedero Pet's Fun Portátil Lila 380ml,S/ 21.90,wong,LIZA,2024-12-05 18:10:13.860724,380.0,ml,Bebedero Pet's Fun Portátil Lila,21.9,wong,,LIZA
Tizas Crayola Jumbo Lavable 12 un.,S/ 22.30,wong,LIZA,2024-12-05 18:10:13.860724,12.0,un,Tizas Crayola Jumbo Lavable .,22.3,wong,,LIZA
Sixpack Cerveza Cristal Alianza Lima Lata 355ml,S/ 22.90,wong,LIZA,2024-12-05 18:10:13.860724,355.0,ml,Sixpack Cerveza Cristal Alianza Lima Lata,22.9,wong,,LIZA
Sixpack Cerveza Cristal Alianza Lima Lata 355ml,S/ 22.90,metro,LIZA,2024-12-05 15:38:33.131968,355.0,ml,Sixpack Cerveza Cristal Alianza Lima Lata,22.9,metro,,LIZA
Botella Thermos Deportiva Verde Lima 950ml,S/ 26.59,metro,LIZA,2024-12-05 15:38:33.131968,950.0,ml,Botella Thermos Deportiva Verde Lima,26.59,metro,,LIZA
Botella Thermos Deportiva Verde Lima 950ml,S/ 26.59,wong,LIZA,2024-12-05 18:10:13.860724,950.0,ml,Botella Thermos Deportiva Verde Lima,26.59,wong,,LIZA
Fourpack Cerveza Artesanal Barbarían Lima Botella 330ml,S/ 29.90,metro,LIZA,2024-12-05 15:38:33.131968,330.0,ml,Fourpack Cerveza Artesanal Barbarían Lima Botella,29.9,metro,,LIZA
Fourpack Cerveza Artesanal Barbarían Lima Botella 330ml,S/ 29.90,wong,LIZA,2024-12-05 18:10:13.860724,330.0,ml,Fourpack Cerveza Artesanal Barbarían Lima Botella,29.9,wong,,LIZA
Chorizo Artesanal con Finas Hierbas La Charcutería de Lima 4un,S/ 33.90,wong,LIZA,2024-12-05 18:10:13.860724,4.0,un,Chorizo Artesanal con Finas Hierbas La Charcutería de Lima,33.9,wong,,LIZA
Chorizo Artesanal con Miel de Maple La Charcutería de Lima 4un,S/ 33.90,wong,LIZA,2024-12-05 18:10:13.860724,4.0,un,Chorizo Artesanal con Miel de Maple La Charcutería de Lima,33.9,wong,,LIZA
Pisco Quebranta La Botija Alianza Lima Botella 700ml,S/ 34.90,metro,LIZA,2024-12-05 15:38:33.131968,700.0,ml,Pisco Quebranta La Botija Alianza Lima Botella,34.9,metro,,LIZA
Café Orgánico Molido Blue Llama Sumaq Lima Doypack 284 g,S/ 38.50,wong,LIZA,2024-12-05 18:10:13.860724,284.0,g,Café Orgánico Molido Blue Llama Sumaq Lima Doypack,38.5,wong,,LIZA
Sabana Krea Lisa 1.5 Plazas Microfibra 75Gsm Surtido,S/ 39.90,metro,LIZA,2024-12-05 15:38:33.131968,75.0,g,Sabana Krea Lisa 1.5 Plazas Microfibra sm Surtido,39.9,metro,,LIZA
Sabana Krea Lisa 1.5 Plazas Microfibra 75Gsm Surtido,S/ 39.90,wong,LIZA,2024-12-05 18:10:13.860724,75.0,g,Sabana Krea Lisa 1.5 Plazas Microfibra sm Surtido,39.9,wong,,LIZA
Mix Charcutero La Charcutería de Lima 6un,S/ 48.50,wong,LIZA,2024-12-05 18:10:13.860724,6.0,un,Mix Charcutero La Charcutería de Lima,48.5,wong,,LIZA
Sabana Krea Lisa Queen Plaza Microfibra 75Gsm Surtido,S/ 59.90,wong,LIZA,2024-12-05 18:10:13.860724,75.0,g,Sabana Krea Lisa Queen Plaza Microfibra sm Surtido,59.9,wong,,LIZA
Exfoliante Corporal Coco y Lima Tree Hut Pote 510 g,S/ 69.10,wong,LIZA,2024-12-05 18:10:13.860724,510.0,g,Exfoliante Corporal Coco y Lima Tree Hut Pote,69.1,wong,,LIZA
Pijama Navideña para Hombre Lima Basics Talla XL,S/ 79.90,wong,LIZA,2024-12-05 18:10:13.860724,1.0,l,Pijama Navideña para Hombre Lima Basics Talla,79.9,wong,,LIZA
Smartphone ZTE Blade A54 Lila,S/ 339.00,metro,LIZA,2024-12-05 15:38:33.131968,54.0,l,Smartphone ZTE Blade Aila,339.0,metro,,LIZA
Smartphone Motorola G85 5G 256Gb+8Gb Verde Lima,S/ 999.00,wong,LIZA,2024-12-05 18:10:13.860724,5.0,g,Smartphone Motorola G85  b+b Verde Lima,999.0,wong,,LIZA
