unit,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric,WEB,brand,CLASIFICACION
Caja 20un,Infusión NATURE'S HEART Hierba Luisa Caja 20un,S/ 8.50 un,plaza_vea,HIERBAS PARA INFUSIONES,2024-12-05 16:04:28.856708,20.0,un,Infusión NATURE'S HEART Hierba Luisa Caja,8.5,plaza_vea,,HIERBAS PARA INFUSIONES
,Infusión de Hierba Luisa Orgánica Nature's Heart 20g,S/ 8.50,wong,HIERBAS PARA INFUSIONES,2024-12-05 19:27:59.794323,20.0,g,Infusión de Hierba Luisa Orgánica Nature's Heart,8.5,wong,,HIERBAS PARA INFUSIONES
,Infusión de Hierbas Wawasana Prostaté 20un,S/ 11.60,wong,HIERBAS PARA INFUSIONES,2024-12-05 19:27:59.794323,20.0,un,Infusión de Hierbas Wawasana Prostaté,11.6,wong,,HIERBAS PARA INFUSIONES
,Infusión de Hierba Luisa McColins 100un,S/ 12.90,wong,HIERBAS PARA INFUSIONES,2024-12-05 19:27:59.794323,100.0,un,Infusión de Hierba Luisa McColins,12.9,wong,,HIERBAS PARA INFUSIONES
Caja 8un,Infusión de Hierbas BIGELOW Manzanilla Caja 8u...,S/ 13.80 un,plaza_vea,HIERBAS PARA INFUSIONES,2024-12-05 16:04:28.856708,8.0,un,Infusión de Hierbas BIGELOW Manzanilla Caja 8u,13.8,plaza_vea,,HIERBAS PARA INFUSIONES
Caja 8un,Infusión de Hierbas BIGELOW Sweet Dreams Caja ...,S/ 13.80 un,plaza_vea,HIERBAS PARA INFUSIONES,2024-12-05 16:04:28.856708,8.0,un,Infusión de Hierbas BIGELOW Sweet Dreams Caja,13.8,plaza_vea,,HIERBAS PARA INFUSIONES
Caja 50un,Infusión Gripal WAWASANA con Hierbas Andinas C...,S/ 14.50 un,plaza_vea,HIERBAS PARA INFUSIONES,2024-12-05 16:04:28.856708,50.0,un,Infusión Gripal WAWASANA con Hierbas Andinas C,14.5,plaza_vea,,HIERBAS PARA INFUSIONES
Caja 100un,Infusiones MC COLINS Surtido de Hierbas Caja 1...,S/ 18 un,plaza_vea,HIERBAS PARA INFUSIONES,2024-12-05 16:04:28.856708,100.0,un,Infusiones MC COLINS Surtido de Hierbas Caja 1,18.0,plaza_vea,,HIERBAS PARA INFUSIONES
,Infusión de Hierbas Limón y Jengibre Caja 10 unid,S/ 19.90,wong,HIERBAS PARA INFUSIONES,2024-12-05 19:27:59.794323,10.0,un,Infusión de Hierbas Limón y Jengibre Caja,19.9,wong,,HIERBAS PARA INFUSIONES
Caja 20un,Infusiones BIGELOW Té de Hierbas Caja 20un,S/ 26.70 un,plaza_vea,HIERBAS PARA INFUSIONES,2024-12-05 16:04:28.856708,20.0,un,Infusiones BIGELOW Té de Hierbas Caja,26.7,plaza_vea,,HIERBAS PARA INFUSIONES
,Té de Hierbas Bigelow Red Strawberry 20 Filtrantes,S/ 26.90,wong,HIERBAS PARA INFUSIONES,2024-12-05 19:27:59.794323,20.0,Filtrantes,Té de Hierbas Bigelow Red Strawberry,26.9,wong,,HIERBAS PARA INFUSIONES
,Té de Hierbas Bigelow Lemon Ginger 20 Filtrantes,S/ 26.90,wong,HIERBAS PARA INFUSIONES,2024-12-05 19:27:59.794323,20.0,Filtrantes,Té de Hierbas Bigelow Lemon Ginger,26.9,wong,,HIERBAS PARA INFUSIONES
,Hierbas de Mate con Palo Playadito Bolsa 500 gr,S/ 38.20,wong,HIERBAS PARA INFUSIONES,2024-12-05 19:27:59.794323,500.0,g,Hierbas de Mate con Palo Playadito Bolsa r,38.2,wong,,HIERBAS PARA INFUSIONES
,Hierbas de Mate con Palo Bolsa 1 Kg + Bombilla Rosamonte,S/ 159.90,wong,HIERBAS PARA INFUSIONES,2024-12-05 19:27:59.794323,1.0,kg,Hierbas de Mate con Palo Bolsa  + Bombilla Rosamonte,159.9,wong,,HIERBAS PARA INFUSIONES
